skill_path,grade,score
plugins/saas-packs/navan-pack/skills/navan-enterprise-rbac,A,95
plugins/saas-packs/navan-pack/skills/navan-entity-management,A,95
plugins/saas-packs/navan-pack/skills/navan-hello-world,A,97
plugins/saas-packs/navan-pack/skills/navan-incident-runbook,A,96
plugins/saas-packs/navan-pack/skills/navan-install-auth,A,97
plugins/saas-packs/navan-pack/skills/navan-local-dev-loop,A,99
plugins/saas-packs/navan-pack/skills/navan-migration-deep-dive,A,95
plugins/saas-packs/navan-pack/skills/navan-multi-env-setup,A,98
plugins/saas-packs/navan-pack/skills/navan-observability,A,96
plugins/saas-packs/navan-pack/skills/navan-performance-tuning,A,97
plugins/saas-packs/navan-pack/skills/navan-prod-checklist,A,98
plugins/saas-packs/navan-pack/skills/navan-rate-limits,A,98
plugins/saas-packs/navan-pack/skills/navan-reference-architecture,A,98
plugins/saas-packs/navan-pack/skills/navan-sdk-patterns,A,98
plugins/saas-packs/navan-pack/skills/navan-security-basics,A,98
plugins/saas-packs/navan-pack/skills/navan-upgrade-migration,A,96
plugins/saas-packs/navan-pack/skills/navan-webhooks-events,A,96
plugins/saas-packs/notion-pack/skills/notion-advanced-troubleshooting,A,97
plugins/saas-packs/notion-pack/skills/notion-architecture-variants,A,96
plugins/saas-packs/notion-pack/skills/notion-ci-integration,A,96
plugins/saas-packs/notion-pack/skills/notion-common-errors,A,98
plugins/saas-packs/notion-pack/skills/notion-content-management,A,97
plugins/saas-packs/notion-pack/skills/notion-core-workflow-a,A,96
plugins/saas-packs/notion-pack/skills/notion-core-workflow-b,A,96
plugins/saas-packs/notion-pack/skills/notion-cost-tuning,A,97
plugins/saas-packs/notion-pack/skills/notion-data-handling,A,96
plugins/saas-packs/notion-pack/skills/notion-debug-bundle,A,98
plugins/saas-packs/notion-pack/skills/notion-deploy-integration,A,99
plugins/saas-packs/notion-pack/skills/notion-enterprise-rbac,A,98
plugins/saas-packs/notion-pack/skills/notion-hello-world,A,100
plugins/saas-packs/notion-pack/skills/notion-incident-runbook,A,95
plugins/saas-packs/notion-pack/skills/notion-install-auth,A,100
plugins/saas-packs/notion-pack/skills/notion-known-pitfalls,A,99
plugins/saas-packs/notion-pack/skills/notion-load-scale,A,98
plugins/saas-packs/notion-pack/skills/notion-local-dev-loop,A,98
plugins/saas-packs/notion-pack/skills/notion-migration-deep-dive,A,98
plugins/saas-packs/notion-pack/skills/notion-multi-env-setup,A,98
plugins/saas-packs/notion-pack/skills/notion-observability,A,98
plugins/saas-packs/notion-pack/skills/notion-performance-tuning,A,97
plugins/saas-packs/notion-pack/skills/notion-policy-guardrails,A,98
plugins/saas-packs/notion-pack/skills/notion-prod-checklist,A,99
plugins/saas-packs/notion-pack/skills/notion-rate-limits,A,100
plugins/saas-packs/notion-pack/skills/notion-reference-architecture,A,100
plugins/saas-packs/notion-pack/skills/notion-reliability-patterns,A,97
plugins/saas-packs/notion-pack/skills/notion-sdk-patterns,A,100
plugins/saas-packs/notion-pack/skills/notion-search-retrieve,A,96
plugins/saas-packs/notion-pack/skills/notion-security-basics,A,99
plugins/saas-packs/notion-pack/skills/notion-upgrade-migration,A,97
plugins/saas-packs/notion-pack/skills/notion-webhooks-events,A,99
plugins/saas-packs/obsidian-pack/skills/obsidian-ci-integration,A,93
plugins/saas-packs/obsidian-pack/skills/obsidian-common-errors,A,100
plugins/saas-packs/obsidian-pack/skills/obsidian-core-workflow-a,A,95
plugins/saas-packs/obsidian-pack/skills/obsidian-core-workflow-b,B,86
plugins/saas-packs/obsidian-pack/skills/obsidian-cost-tuning,C,77
plugins/saas-packs/obsidian-pack/skills/obsidian-data-handling,A,91
plugins/saas-packs/obsidian-pack/skills/obsidian-debug-bundle,A,93
plugins/saas-packs/obsidian-pack/skills/obsidian-deploy-integration,A,97
plugins/saas-packs/obsidian-pack/skills/obsidian-enterprise-rbac,A,93
plugins/saas-packs/obsidian-pack/skills/obsidian-hello-world,C,79
plugins/saas-packs/obsidian-pack/skills/obsidian-incident-runbook,A,95
plugins/saas-packs/obsidian-pack/skills/obsidian-install-auth,B,86
plugins/saas-packs/obsidian-pack/skills/obsidian-local-dev-loop,A,95
plugins/saas-packs/obsidian-pack/skills/obsidian-migration-deep-dive,B,89
plugins/saas-packs/obsidian-pack/skills/obsidian-multi-env-setup,A,92
plugins/saas-packs/obsidian-pack/skills/obsidian-observability,B,89
plugins/saas-packs/obsidian-pack/skills/obsidian-performance-tuning,A,92
plugins/saas-packs/obsidian-pack/skills/obsidian-prod-checklist,A,96
plugins/saas-packs/obsidian-pack/skills/obsidian-rate-limits,B,86
plugins/saas-packs/obsidian-pack/skills/obsidian-reference-architecture,B,84
plugins/saas-packs/obsidian-pack/skills/obsidian-sdk-patterns,B,87
plugins/saas-packs/obsidian-pack/skills/obsidian-security-basics,C,78
plugins/saas-packs/obsidian-pack/skills/obsidian-upgrade-migration,A,96
plugins/saas-packs/obsidian-pack/skills/obsidian-webhooks-events,B,89
plugins/saas-packs/onenote-pack/skills/onenote-ci-integration,A,96
plugins/saas-packs/onenote-pack/skills/onenote-common-errors,A,99
plugins/saas-packs/onenote-pack/skills/onenote-core-workflow-a,A,97
plugins/saas-packs/onenote-pack/skills/onenote-core-workflow-b,A,96
plugins/saas-packs/onenote-pack/skills/onenote-cost-tuning,A,97
plugins/saas-packs/onenote-pack/skills/onenote-debug-bundle,A,96
plugins/saas-packs/onenote-pack/skills/onenote-deploy-integration,A,99
plugins/saas-packs/onenote-pack/skills/onenote-hello-world,A,98
plugins/saas-packs/onenote-pack/skills/onenote-install-auth,A,99
plugins/saas-packs/onenote-pack/skills/onenote-local-dev-loop,A,99
plugins/saas-packs/onenote-pack/skills/onenote-performance-tuning,A,97
plugins/saas-packs/onenote-pack/skills/onenote-prod-checklist,A,99
plugins/saas-packs/onenote-pack/skills/onenote-rate-limits,A,98
plugins/saas-packs/onenote-pack/skills/onenote-reference-architecture,A,96
plugins/saas-packs/onenote-pack/skills/onenote-sdk-patterns,A,98
plugins/saas-packs/onenote-pack/skills/onenote-security-basics,A,99
plugins/saas-packs/onenote-pack/skills/onenote-upgrade-migration,A,95
plugins/saas-packs/onenote-pack/skills/onenote-webhooks-events,A,99
plugins/saas-packs/openevidence-pack/skills/openevidence-ci-integration,A,100
plugins/saas-packs/openevidence-pack/skills/openevidence-common-errors,A,100
plugins/saas-packs/openevidence-pack/skills/openevidence-core-workflow-a,A,99
plugins/saas-packs/openevidence-pack/skills/openevidence-core-workflow-b,A,100
plugins/saas-packs/openevidence-pack/skills/openevidence-cost-tuning,A,100
plugins/saas-packs/openevidence-pack/skills/openevidence-data-handling,A,99
plugins/saas-packs/openevidence-pack/skills/openevidence-debug-bundle,A,100
plugins/saas-packs/openevidence-pack/skills/openevidence-deploy-integration,A,98
plugins/saas-packs/openevidence-pack/skills/openevidence-enterprise-rbac,A,98
plugins/saas-packs/openevidence-pack/skills/openevidence-hello-world,A,98
plugins/saas-packs/openevidence-pack/skills/openevidence-incident-runbook,A,98
plugins/saas-packs/openevidence-pack/skills/openevidence-install-auth,A,99
plugins/saas-packs/openevidence-pack/skills/openevidence-local-dev-loop,A,99
plugins/saas-packs/openevidence-pack/skills/openevidence-migration-deep-dive,A,100
plugins/saas-packs/openevidence-pack/skills/openevidence-multi-env-setup,A,99
plugins/saas-packs/openevidence-pack/skills/openevidence-observability,A,97
plugins/saas-packs/openevidence-pack/skills/openevidence-performance-tuning,A,100
plugins/saas-packs/openevidence-pack/skills/openevidence-prod-checklist,A,99
plugins/saas-packs/openevidence-pack/skills/openevidence-rate-limits,A,99
plugins/saas-packs/openevidence-pack/skills/openevidence-reference-architecture,A,99
plugins/saas-packs/openevidence-pack/skills/openevidence-sdk-patterns,A,98
plugins/saas-packs/openevidence-pack/skills/openevidence-security-basics,A,98
plugins/saas-packs/openevidence-pack/skills/openevidence-upgrade-migration,A,100
plugins/saas-packs/openevidence-pack/skills/openevidence-webhooks-events,A,97
plugins/saas-packs/openrouter-pack/skills/openrouter-audit-logging,A,96
plugins/saas-packs/openrouter-pack/skills/openrouter-caching-strategy,A,93
plugins/saas-packs/openrouter-pack/skills/openrouter-common-errors,A,97
plugins/saas-packs/openrouter-pack/skills/openrouter-compliance-review,A,95
plugins/saas-packs/openrouter-pack/skills/openrouter-context-optimization,A,96
plugins/saas-packs/openrouter-pack/skills/openrouter-cost-controls,A,95
plugins/saas-packs/openrouter-pack/skills/openrouter-data-privacy,A,93
plugins/saas-packs/openrouter-pack/skills/openrouter-debug-bundle,A,94
plugins/saas-packs/openrouter-pack/skills/openrouter-fallback-config,A,95
plugins/saas-packs/openrouter-pack/skills/openrouter-function-calling,A,98
plugins/saas-packs/openrouter-pack/skills/openrouter-hello-world,A,93
plugins/saas-packs/openrouter-pack/skills/openrouter-install-auth,A,94
plugins/saas-packs/openrouter-pack/skills/openrouter-known-pitfalls,A,93
plugins/saas-packs/openrouter-pack/skills/openrouter-load-balancing,A,93
plugins/saas-packs/openrouter-pack/skills/openrouter-model-availability,A,92
plugins/saas-packs/openrouter-pack/skills/openrouter-model-catalog,A,94
plugins/saas-packs/openrouter-pack/skills/openrouter-model-routing,A,96
plugins/saas-packs/openrouter-pack/skills/openrouter-multi-provider,A,92
plugins/saas-packs/openrouter-pack/skills/openrouter-openai-compat,A,93
plugins/saas-packs/openrouter-pack/skills/openrouter-performance-tuning,A,97
plugins/saas-packs/openrouter-pack/skills/openrouter-pricing-basics,A,93
plugins/saas-packs/openrouter-pack/skills/openrouter-prod-checklist,A,94
plugins/saas-packs/openrouter-pack/skills/openrouter-rate-limits,A,96
plugins/saas-packs/openrouter-pack/skills/openrouter-reference-architecture,A,92
plugins/saas-packs/openrouter-pack/skills/openrouter-routing-rules,A,93
plugins/saas-packs/openrouter-pack/skills/openrouter-sdk-patterns,A,93
plugins/saas-packs/openrouter-pack/skills/openrouter-streaming-setup,A,95
plugins/saas-packs/openrouter-pack/skills/openrouter-team-setup,A,93
plugins/saas-packs/openrouter-pack/skills/openrouter-upgrade-migration,A,94
plugins/saas-packs/openrouter-pack/skills/openrouter-usage-analytics,A,93
plugins/saas-packs/oraclecloud-pack/skills/oraclecloud-ci-integration,A,91
plugins/saas-packs/oraclecloud-pack/skills/oraclecloud-common-errors,A,94
plugins/saas-packs/oraclecloud-pack/skills/oraclecloud-core-workflow-a,A,92
plugins/saas-packs/oraclecloud-pack/skills/oraclecloud-core-workflow-b,A,92
plugins/saas-packs/oraclecloud-pack/skills/oraclecloud-cost-tuning,A,92
plugins/saas-packs/oraclecloud-pack/skills/oraclecloud-data-handling,A,93
plugins/saas-packs/oraclecloud-pack/skills/oraclecloud-debug-bundle,A,91
plugins/saas-packs/oraclecloud-pack/skills/oraclecloud-deploy-integration,A,90
plugins/saas-packs/oraclecloud-pack/skills/oraclecloud-enterprise-rbac,A,92
plugins/saas-packs/oraclecloud-pack/skills/oraclecloud-hello-world,A,92
plugins/saas-packs/oraclecloud-pack/skills/oraclecloud-incident-runbook,A,92
plugins/saas-packs/oraclecloud-pack/skills/oraclecloud-install-auth,A,91
plugins/saas-packs/oraclecloud-pack/skills/oraclecloud-local-dev-loop,B,89
plugins/saas-packs/oraclecloud-pack/skills/oraclecloud-migration-deep-dive,A,90
plugins/saas-packs/oraclecloud-pack/skills/oraclecloud-multi-env-setup,B,89
plugins/saas-packs/oraclecloud-pack/skills/oraclecloud-observability,A,91
plugins/saas-packs/oraclecloud-pack/skills/oraclecloud-performance-tuning,A,91
plugins/saas-packs/oraclecloud-pack/skills/oraclecloud-prod-checklist,A,93
plugins/saas-packs/oraclecloud-pack/skills/oraclecloud-query-transform,A,92
plugins/saas-packs/oraclecloud-pack/skills/oraclecloud-rate-limits,A,93
plugins/saas-packs/oraclecloud-pack/skills/oraclecloud-reference-architecture,B,87
plugins/saas-packs/oraclecloud-pack/skills/oraclecloud-schema-migration,A,92
plugins/saas-packs/oraclecloud-pack/skills/oraclecloud-sdk-patterns,A,93
plugins/saas-packs/oraclecloud-pack/skills/oraclecloud-security-basics,A,91
plugins/saas-packs/oraclecloud-pack/skills/oraclecloud-upgrade-migration,A,92
plugins/saas-packs/oraclecloud-pack/skills/oraclecloud-webhooks-events,A,91
plugins/saas-packs/palantir-pack/skills/palantir-ci-integration,A,100
plugins/saas-packs/palantir-pack/skills/palantir-common-errors,A,96
plugins/saas-packs/palantir-pack/skills/palantir-core-workflow-a,A,99
plugins/saas-packs/palantir-pack/skills/palantir-core-workflow-b,A,99
plugins/saas-packs/palantir-pack/skills/palantir-cost-tuning,A,98
plugins/saas-packs/palantir-pack/skills/palantir-data-handling,A,99
plugins/saas-packs/palantir-pack/skills/palantir-debug-bundle,A,96
plugins/saas-packs/palantir-pack/skills/palantir-deploy-integration,A,95
plugins/saas-packs/palantir-pack/skills/palantir-enterprise-rbac,A,98
plugins/saas-packs/palantir-pack/skills/palantir-hello-world,A,98
plugins/saas-packs/palantir-pack/skills/palantir-incident-runbook,A,97
plugins/saas-packs/palantir-pack/skills/palantir-install-auth,A,97
plugins/saas-packs/palantir-pack/skills/palantir-local-dev-loop,A,100
plugins/saas-packs/palantir-pack/skills/palantir-migration-deep-dive,A,96
plugins/saas-packs/palantir-pack/skills/palantir-multi-env-setup,A,98
plugins/saas-packs/palantir-pack/skills/palantir-observability,A,99
plugins/saas-packs/palantir-pack/skills/palantir-performance-tuning,A,99
plugins/saas-packs/palantir-pack/skills/palantir-prod-checklist,A,98
plugins/saas-packs/palantir-pack/skills/palantir-rate-limits,A,97
plugins/saas-packs/palantir-pack/skills/palantir-reference-architecture,A,96
plugins/saas-packs/palantir-pack/skills/palantir-sdk-patterns,A,98
plugins/saas-packs/palantir-pack/skills/palantir-security-basics,A,96
plugins/saas-packs/palantir-pack/skills/palantir-upgrade-migration,A,99
plugins/saas-packs/palantir-pack/skills/palantir-webhooks-events,A,96
plugins/saas-packs/persona-pack/skills/persona-ci-integration,B,85
plugins/saas-packs/persona-pack/skills/persona-common-errors,B,87
plugins/saas-packs/persona-pack/skills/persona-core-workflow-a,B,82
plugins/saas-packs/persona-pack/skills/persona-core-workflow-b,B,86
plugins/saas-packs/persona-pack/skills/persona-cost-tuning,B,87
plugins/saas-packs/persona-pack/skills/persona-debug-bundle,B,87
plugins/saas-packs/persona-pack/skills/persona-deploy-integration,B,86
plugins/saas-packs/persona-pack/skills/persona-hello-world,B,86
plugins/saas-packs/persona-pack/skills/persona-install-auth,B,88
plugins/saas-packs/persona-pack/skills/persona-local-dev-loop,B,89
plugins/saas-packs/persona-pack/skills/persona-performance-tuning,B,87
plugins/saas-packs/persona-pack/skills/persona-prod-checklist,B,87
plugins/saas-packs/persona-pack/skills/persona-rate-limits,B,86
plugins/saas-packs/persona-pack/skills/persona-reference-architecture,B,86
plugins/saas-packs/persona-pack/skills/persona-sdk-patterns,B,83
plugins/saas-packs/persona-pack/skills/persona-security-basics,B,86
plugins/saas-packs/persona-pack/skills/persona-upgrade-migration,B,86
plugins/saas-packs/persona-pack/skills/persona-webhooks-events,B,88
plugins/saas-packs/podium-pack/skills/podium-auth,A,96
plugins/saas-packs/podium-pack/skills/podium-call-transcript-pipeline,A,96
plugins/saas-packs/podium-pack/skills/podium-contact-dedup,A,92
plugins/saas-packs/podium-pack/skills/podium-conversation-history-export,A,90
plugins/saas-packs/podium-pack/skills/podium-multi-location-router,A,91
plugins/saas-packs/podium-pack/skills/podium-rag-context-bridge,A,91
plugins/saas-packs/podium-pack/skills/podium-rate-limit-survival,A,92
plugins/saas-packs/podium-pack/skills/podium-review-request-automation,A,92
plugins/saas-packs/podium-pack/skills/podium-webchat-handler,A,92
plugins/saas-packs/podium-pack/skills/podium-webhook-reliability,A,96
plugins/saas-packs/posthog-pack/skills/posthog-ci-integration,A,92
plugins/saas-packs/posthog-pack/skills/posthog-common-errors,A,92
plugins/saas-packs/posthog-pack/skills/posthog-core-workflow-a,A,92
plugins/saas-packs/posthog-pack/skills/posthog-core-workflow-b,A,91
plugins/saas-packs/posthog-pack/skills/posthog-cost-tuning,A,95
plugins/saas-packs/posthog-pack/skills/posthog-data-handling,A,91
plugins/saas-packs/posthog-pack/skills/posthog-debug-bundle,A,93
plugins/saas-packs/posthog-pack/skills/posthog-deploy-integration,A,92
plugins/saas-packs/posthog-pack/skills/posthog-enterprise-rbac,A,95
plugins/saas-packs/posthog-pack/skills/posthog-hello-world,A,92
plugins/saas-packs/posthog-pack/skills/posthog-incident-runbook,A,92
plugins/saas-packs/posthog-pack/skills/posthog-install-auth,A,93
plugins/saas-packs/posthog-pack/skills/posthog-local-dev-loop,A,94
plugins/saas-packs/posthog-pack/skills/posthog-migration-deep-dive,A,95
plugins/saas-packs/posthog-pack/skills/posthog-multi-env-setup,A,97
plugins/saas-packs/posthog-pack/skills/posthog-observability,A,91
plugins/saas-packs/posthog-pack/skills/posthog-performance-tuning,A,92
plugins/saas-packs/posthog-pack/skills/posthog-prod-checklist,A,94
plugins/saas-packs/posthog-pack/skills/posthog-rate-limits,A,93
plugins/saas-packs/posthog-pack/skills/posthog-reference-architecture,A,93
plugins/saas-packs/posthog-pack/skills/posthog-sdk-patterns,A,93
plugins/saas-packs/posthog-pack/skills/posthog-security-basics,A,95
plugins/saas-packs/posthog-pack/skills/posthog-upgrade-migration,A,93
plugins/saas-packs/posthog-pack/skills/posthog-webhooks-events,A,97
plugins/saas-packs/procore-pack/skills/procore-ci-integration,B,85
plugins/saas-packs/procore-pack/skills/procore-common-errors,B,85
plugins/saas-packs/procore-pack/skills/procore-core-workflow-a,B,87
plugins/saas-packs/procore-pack/skills/procore-core-workflow-b,B,86
plugins/saas-packs/procore-pack/skills/procore-cost-tuning,B,86
plugins/saas-packs/procore-pack/skills/procore-data-handling,B,86
plugins/saas-packs/procore-pack/skills/procore-debug-bundle,B,87
plugins/saas-packs/procore-pack/skills/procore-deploy-integration,B,86
plugins/saas-packs/procore-pack/skills/procore-enterprise-rbac,B,85
plugins/saas-packs/procore-pack/skills/procore-hello-world,B,87
